plant,part,parasite,group,concentration_mgml,day,lev,lev_raw,animal_dead,data_flag
A. indica,seeds,T. evansi,10mg/ml,10,39,0,0,FALSE,NA
A. indica,seeds,T. evansi,10mg/ml,10,40,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,1,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,2,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,3,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,4,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,5,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,6,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,7,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,8,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,9,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,10,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,11,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,12,0.33,0.33,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,13,1.85,1.85,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,14,4.3,4.3,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,15,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,16,5,5,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,17,5,5,FALSE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,18,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,19,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,20,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,21,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,22,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,23,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,24,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,25,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,26,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,27,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,28,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,29,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,30,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,31,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,32,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,33,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,34,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,35,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,36,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,37,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,38,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,39,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.5mg/ml,0.5,40,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,1,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,2,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,3,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,4,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,5,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,6,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,7,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,8,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,9,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,10,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,11,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,12,2.33,2.33,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,13,2.83,2.83,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,14,3.67,3.67,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,15,3.84,3.84,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,16,4.59,4.59,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,17,4.6,4.6,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,18,4.9,4.9,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,19,5,5,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,20,5,5,FALSE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,21,5,6,FALSE,LEV=6 capped to 5 (outlier; above 0-5 scale)
A. indica,seeds,T. evansi,0.01mg/ml,0.01,22,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,23,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,24,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,25,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,26,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,27,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,28,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,29,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,30,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,31,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,32,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,33,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,34,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,35,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,36,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,37,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,38,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,39,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.01mg/ml,0.01,40,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,1,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,2,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,3,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,4,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,5,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,6,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,7,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,8,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,9,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,10,0,0,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,11,2.35,2.35,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,12,2.61,2.61,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,13,3.46,3.46,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,14,1.46,1.46,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,15,0.66,0.66,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,16,1,1,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,17,1.23,1.23,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,18,1.33,1.33,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,19,1.43,1.43,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,20,1.63,1.63,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,21,3,3,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,22,4.39,4.39,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,23,4.5,4.5,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,24,5,5,FALSE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,25,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,26,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,27,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,28,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,29,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,30,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,31,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,32,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,33,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,34,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,35,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,36,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,37,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,38,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,39,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,0.005mg/ml,0.005,40,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,1,0,0,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,2,0,0,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,3,0,0,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,4,0,0,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,5,0,0,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,6,0,0,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,7,2.59,2.59,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,8,3.12,3.12,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,9,4.11,4.11,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,10,3.83,3.83,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,11,3.3,3.3,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,12,4.33,4.33,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,13,3.33,3.33,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,14,3.74,3.74,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,15,4.28,4.28,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,16,4.54,4.54,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,17,4.41,4.41,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,18,3.82,3.82,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,19,4.86,4.86,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,20,5,5,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,21,5,5,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,22,5,5,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,23,5,5,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,24,5,5,FALSE,NA
A. indica,seeds,T. evansi,Negative Control,NA,25,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,26,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,27,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,28,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,29,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,30,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,31,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,32,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,33,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,34,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,35,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,36,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,37,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,38,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,39,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Negative Control,NA,40,NA,NA,TRUE,NA
A. indica,seeds,T. evansi,Positive Control,NA,1,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,2,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,3,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,4,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,5,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,6,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,7,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,8,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,9,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,10,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,11,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,12,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,13,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,14,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,15,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,16,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,17,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,18,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,19,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,20,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,21,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,22,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,23,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,24,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,25,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,26,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,27,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,28,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,29,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,30,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,31,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,32,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,33,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,34,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,35,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,36,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,37,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,38,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,39,0,0,FALSE,NA
A. indica,seeds,T. evansi,Positive Control,NA,40,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,1,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,2,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,3,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,4,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,5,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,6,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,7,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,8,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,9,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,10,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,11,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,12,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,13,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,14,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,15,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,16,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,17,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,18,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,19,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,20,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,21,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,22,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,23,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,24,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,25,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,26,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,27,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,28,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,29,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,30,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,31,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,32,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,33,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,34,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,35,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,36,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,37,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,38,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,39,0,0,FALSE,NA
A. indica,roots,T. evansi,100mg/ml,100,40,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,1,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,2,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,3,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,4,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,5,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,6,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,7,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,8,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,9,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,10,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,11,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,12,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,13,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,14,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,15,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,16,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,17,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,18,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,19,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,20,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,21,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,22,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,23,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,24,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,25,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,26,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,27,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,28,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,29,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,30,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,31,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,32,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,33,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,34,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,35,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,36,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,37,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,38,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,39,0,0,FALSE,NA
A. indica,roots,T. evansi,10mg/ml,10,40,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,1,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,2,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,3,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,4,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,5,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,6,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,7,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,8,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,9,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,10,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,11,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,12,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,13,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,14,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,15,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,16,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,17,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,18,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,19,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,20,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,21,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,22,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,23,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,24,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,25,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,26,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,27,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,28,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,29,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,30,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,31,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,32,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,33,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,34,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,35,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,36,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,37,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,38,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,39,0,0,FALSE,NA
A. indica,roots,T. evansi,0.5mg/ml,0.5,40,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,1,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,2,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,3,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,4,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,5,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,6,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,7,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,8,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,9,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,10,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,11,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,12,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,13,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,14,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,15,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,16,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,17,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,18,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,19,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,20,0,0,FALSE,NA
A. indica,roots,T. evansi,0.01mg/ml,0.01,21,0,0,FALSE,NA
